Comuna;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Providencia;Casa;7;1;No;0;125;6500;187200000;Providencia, Salvador Donoso, en Zona Tipica de Bellavista;Miguel León;Vende Dueño/a
Providencia;Casa;6;2;No;572;555;20995;604656000;Providencia, Miguel Claro/Dalmacia;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Providencia;Casa;5;3;No;248;230;15900;457920000;Providencia, Pocuro/amapolas;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Providencia;Casa;4;3;2;263;132;14700;423360000;Providencia, Diego de Almagro;Cristian Tapia;Vende Dueño/a
Providencia;Casa;3;3;No;351;160;13800;397440000;Providencia, Barrio Italia;Schumacher Propiedades;Schumacher Propiedades
Providencia;Casa;4;3;No;237;132;13900;400320000;Providencia, Av Italia/Bilbao;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;3;3;No;350;170;13900;400320000;Providencia, Bellavista-casa pablo neruda;Cata Brochet Propiedades;Cata Brochet Propiedades
Providencia;Casa;4;2;No;241;215;13194;380000000;Providencia, Providencia, Región Metropolitana;Gescor Propiedades;Gescor Propiedades
Providencia;Casa;5;3;2;248;230;15800;455040000;Providencia, Amapolas 1720;Alina Arias;Catalejo Propiedades y Gestión Inmobiliaria
Providencia;Casa;4;4;No;270;170;13200;380160000;Providencia, Luis Thayer Ojeda, Carlos Antúnez;Schumacher Propiedades;Schumacher Propiedades
Providencia;Casa;6;3;No;670;333;60000;1728000000;Providencia, Pedro de Valdivia/Bilbao;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;4;3;No;360;150;12900;371520000;Providencia, Eduardo Munita Quiroga/Echeñique;Evaristo Lillo;Evaristo Lillo
Providencia;Casa;4;2;No;351;220;13800;397440000;Providencia, Barrio Italia/Uniacc;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;4;1;No;228;137;7812;225000000;Providencia, Santa Isabel/Seminario;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;7;7;No;305;350;23854;686995200;Providencia, Maria luisa santander/ricardo matte perez;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Providencia;Casa;8;3;No;636;300;19964;575000000;Providencia, Propiedad de 636 m2 en Infante Elena Blanco;Corretajes Prosal Ltda.;Corretajes Prosal
Providencia;Casa;4;4;No;226;160;9722;280000000;Providencia, Salvador/josé manuel  infante (av);Cristian Vial Propiedades;Cristian Vial Propiedades
Providencia;Casa;4;4;No;215;161;13400;385920000;Providencia, Diego de Almagro/Eliécer Parada;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Providencia;Casa;5;3;No;237;132;12369;356230656;Providencia, Diego de Almagro/Los Leones;Claudia Lespinasse;Norbert Lui Propiedades
Providencia;Casa;4;2;No;309;184;13000;374400000;Providencia, Barrio Italia;Schumacher Propiedades;Schumacher Propiedades
Providencia;Casa;5;7;No;220;196;23700;682560000;Providencia, Seminario/Maria Luisa santander;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Providencia;Casa;4;2;No;309;112;20832;600000000;Providencia, Los Leones/Eliodoro Yañez;Araneda & Aguiar Propiedades;Araneda & Aguiar Propiedades
Providencia;Casa;4;3;No;600;200;24000;691200000;Providencia, Av. Francisco Bilbao - Providencia/Bustos - Holanda - Los Leones;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
Providencia;Casa;7;1;No;0;125;6500;187200000;Providencia, Salvador Donoso, en Zona Tipica de Bellavista;Verónica Aldunate;Vende Dueño/a
Providencia;Casa;5;3;No;250;130;13422;386553600;Providencia, Valenzuela Castillo/Manuel Montt;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Providencia;Casa;4;2;No;159;174;9930;286000000;Providencia, Manuel Montt/Lorena;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;Casa;4;3;2;187;118;9000;259200000;Providencia, Ana luisa prats;patricia;Vende Dueño/a
Providencia;Casa;3;2;No;375;153;13645;393000000;Providencia, Providencia/diego de almagra;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Pudahuel;Casa;3;3;2;220;120;5350;154080000;Pudahuel, El Atardecer;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;2;1;No;84;45;1736;50000000;Pudahuel, Autopista vespucio norte/av laguna sur;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Pudahuel;Casa;4;3;2;278;110;6120;176256000;Pudahuel, Los Abedules 1500;Alejandra Cevasco;Promoción Inmobiliaria
Pudahuel;Casa;3;3;2;210;100;5200;149760000;Pudahuel, Magnolios Sur;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;3;3;2;717;132;9400;270720000;Pudahuel, El coihue;Daniela Donoso Reyes;Vende Dueño/a
Pudahuel;Casa;3;3;3;329;107;6350;182880000;Pudahuel, Ciudad de los Valles/Oportunidad Apacible 2/ Dentro de condominio;Daniela Donoso Reyes;Vende Dueño/a
Pudahuel;Casa;3;3;2;260;135;5830;167904000;Pudahuel, Nueva uno sur;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;3;3;1;370;160;9500;273600000;Pudahuel, Monte Tabor Sur 200;Alejandra Cevasco;Promoción Inmobiliaria
Pudahuel;Casa;3;3;6;850;196;11666;336000000;Pudahuel, Los Arrayanes;Alejandra Cevasco;Promoción Inmobiliaria
Pudahuel;Casa;3;3;2;240;120;5300;152640000;Pudahuel, Las azaleas ote;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;2;1;51;67;2083;60000000;Pudahuel, Tortoson 8369;María Luisa Rivera;Vende Dueño/a
Pudahuel;Casa;3;3;2;280;115;6120;176256000;Pudahuel, Los Abedules;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;3;No;320;132;6800;195840000;Pudahuel, Ruta 68/ ciudad de los valles/av. Las flores;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Pudahuel;Casa;3;3;2;245;120;5680;163584000;Pudahuel, Los Fresnos;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;3;2;304;180;6980;201024000;Pudahuel, Valle del Sol;Cristián Espinoza;Vende Dueño/a
Pudahuel;Casa;3;3;No;500;140;5890;169632000;Pudahuel, Alto mirador/ ciudad de los valles/las flores/ guayacanes;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Pudahuel;Casa;5;2;No;250;135;3541;102000000;Pudahuel, Camilo Cienfuegos/Serrano;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Pudahuel;Casa;3;3;1;260;110;5950;171360000;Pudahuel, Las Hortensias Oriente;Aligera Spa;Vende Dueño/a
Pudahuel;Casa;3;3;2;290;124;6100;175680000;Pudahuel, Av. Pedro de Aretxabala;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;4;2;463;150;10980;316224000;Pudahuel, Los mañios;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;3;3;2;900;120;6500;187200000;Pudahuel, Los Abedules;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;5;4;;800;320;7638;220000000;Pudahuel, Avenida Las Flores;Cristián Espinoza;Vende Dueño/a
Pudahuel;Casa;3;2;1;220;150;4166;120000000;Pudahuel, Francisco Bulnes Sanfuentes 481;Pamela Andrea Salazar Jara;Vende Dueño/a
Pudahuel;Casa;3;3;5;549;108;6500;187200000;Pudahuel, Corinto 42;Alejandra Cevasco;Promoción Inmobiliaria
Pudahuel;Casa;3;3;2;780;140;9400;270720000;Pudahuel, El coihue;Maria Paz Guiñez Sepulveda;Vende Dueño/a
Pudahuel;Casa;;;;1000;170 ha;2916;84000000;Pudahuel, Noviciado;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;3;2;2;498;135;7900;227520000;Pudahuel, lomas de lo Aguirre, Corinto 96;Ghislaine Bustos;Myb Propiedades
Pudahuel;Casa;3;2;2;289;121;5500;158400000;Pudahuel, Los Abedules 1410;Daniela Donoso Reyes;Vende Dueño/a
Pudahuel;Casa;6;2;No;79;67;2094;60307200;Pudahuel, Casa con ampliación opción comercial;Armacima LImitada;Armacima Propiedades
Pudahuel;Casa;6;5;2;850;350;13500;388800000;Pudahuel, Transversal Uno;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;2;2;94;70;2604;75000000;Pudahuel, Calle Los Mirlos;Gescor Propiedades;Gescor Propiedades
Pudahuel;Casa;4;3;4;353;142;6490;186912000;Pudahuel, ciudad de los valles pudahuel;Italo Manriquez Bergmann;Vende Dueño/a
Pudahuel;Casa;3;3;2;329;107;6350;182880000;Pudahuel, ciudad de los valles, Pudahuel;Alejandra Cevasco;Promoción Inmobiliaria
Pudahuel;Casa;6;3;2;436;170;10000;288000000;Pudahuel, Lomas de Lo Aguirre;Gestor Propiedades;Gestor Propiedades
Pudahuel;Casa;4;2;1;116;;4097;118000000;Pudahuel, Claudio Arrau;BERNARDITA RAMIREZ MADARIAGA;Vende Dueño/a
Pudahuel;Casa;3;2;No;486;92;5902;170000000;Pudahuel, Doña isabel/monte tabor;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Pudahuel;Casa;3;3;No;565;142;7800;224640000;Pudahuel, Casa en Ciudad De Los Valles;Armacima LImitada;Armacima Propiedades
Pudahuel;Casa;3;2;1;98;95;2048;59000000;Pudahuel, Isla Escocia;VPropiedades - Gestión Inmobiliaria;VPropiedades - Gestión Inmobiliaria
Pudahuel;Casa;3;3;1;300;100;5800;167040000;Pudahuel, Doña isabel/efeso;Toro Guzmán Propiedades;Toro Guzmán Propiedades
Pudahuel;Casa;3;3;3;566;138;7800;224640000;Pudahuel, Avenida Las Flores;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;4;3;110;140;3191;91900000;Pudahuel, Pje. Los roques;Marco Antonio Gutierrez Caceres;Muvin
Pudahuel;Casa;5;3;3;480;135;7300;210240000;Pudahuel, Mar Mediterráneo;BERNARDITA RAMIREZ MADARIAGA;Vende Dueño/a
Pudahuel;Casa;2;2;No;95;62;1979;57000000;Pudahuel, Américo Vespucio/Laguna Sur;Aleida Lama Propiedades;Aleida Lama Propiedades
Pudahuel;Casa;3;3;2;609;140;6900;198720000;Pudahuel, Avenida Nueva Uno Sur;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;1;;57;50;1632;47000000;Pudahuel, Poética 9888;sandro riquelme;Vende Dueño/a
Pudahuel;Casa;3;2;2;80;60;2326;67000000;Pudahuel, Pasaje Cerro Providencia;Gestión inmobiliaria;Inmobienes.
Pudahuel;Casa;4;3;No;800;146;12000;345600000;Pudahuel, Lomas de lo Aguirre;Schumacher Propiedades;Schumacher Propiedades
Pudahuel;Casa;3;3;2;230;125;5800;167040000;Pudahuel, Avenida El Rodeo Poniente;Cristián Espinoza F;Tzanis Propiedades
Pudahuel;Casa;4;3;2;265;140;6350;182880000;Pudahuel, Ciudad de los valles, pudahuel;Alejandra Cevasco;Promoción Inmobiliaria
Puente Alto;Casa;2;2;;250;100;3957;114000000;Puente Alto, Ciudad del Este;sebastian ignacio abrigo miranda;Vende Dueño/a
Puente Alto;Casa;3;2;No;0;65;2378;68500000;Puente Alto, Avda. Las Nieves/Angel Pimentel;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Puente Alto;Casa;3;3;No;211;106;3992;115000000;Puente Alto, Condominio Los Castaños/Colegio Almenar del Maipo;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Puente Alto;Casa;3;2;2;256;137;5300;152682400;Puente Alto, Merlot;Sandra Franjola;Propiedades Sfc
Puente Alto;Casa;3;1;No;840;245;23286;670817907;Puente Alto, Eyzaguirre / Santa Elena;MONTALVA QUINDOS SERVICIOS INMOBILIARIOS;Montalva Quindos
Puente Alto;Casa;2;2;No;280;57;2430;70000000;Puente Alto, Presidente Salvador Allende/Los Cerezos;Aleida Lama Propiedades;Aleida Lama Propiedades
Puente Alto;Casa;5;3;4;1000;173;6248;180000000;Puente Alto, Los Pinos 021;De La Barrera Propiedades;De La Barrera Propiedades
Puente Alto;Casa;3;1;2;0;0;3367;97000000;Puente Alto, Acceso Parque San Francisco;Jennifer reygada;Vende Dueño/a
Puente Alto;Casa;3;1;1;;;3194;92000000;Puente Alto, Avenida Las Nieves/Mèxico;Jorge Mauro Díaz;Mauro Propiedades
Puente Alto;Casa;3;2;2;;;2603;75000000;Puente Alto, Huentelauquén;Erika Gálvez Espinoza;Vende Dueño/a
Puente Alto;Casa;3;1;No;430;58;2256;65000000;Puente Alto, Casa de 1 Piso en Vista Hermosa;Corretajes Prosal Ltda.;Corretajes Prosal
Puente Alto;Casa;4;2;2;336;130;6943;200000000;Puente Alto, Villa san Jorge Alessandri;Jessica Sánchez San Martín;Jessica SánchezGestión inmobiliaria
Puente Alto;Casa;5;3;2;210;130;4686;135000000;Puente Alto, Independencia 280;ana maria martinez donoso;Carolina Martinez Propiedades
Puente Alto;Casa;3;1;8;1400;110;10344;298000000;Puente Alto, Carlos Orrego Luco;Milena Valverde;Vende Dueño/a
Puente Alto;Casa;3;1;3;328;98;3020;86999999;Puente Alto, Plaza de Puente Alto;Felipe Muñoz Sepúlveda;Intermedia Propiedades
Puente Alto;Casa;3;3;No;221;120;4390;126467120;Puente Alto, Diego Portales/Monte Verde Norte;Aleida Lama Propiedades;Aleida Lama Propiedades
Puente Alto;Casa;5;2;No;209;117;5137;148000000;Puente Alto, Parque central/parque del este;Eduardo Guiloff;Guiloff & Gia. Propiedades
Puente Alto;Casa;4;3;3;250;120;5050;145480400;Puente Alto, Camino del Acueducto;Rossana;rspropiedades.com
Puente Alto;Casa;5;2;4;416;240;6100;175728800;Puente Alto, Calle Guayacan;SGQ PROPIEDADES;Sgq Propiedades
Puente Alto;Casa;4;2;1;302;123;5276;152000000;Puente Alto, Hacienda El Penon;Jessica Sánchez San Martín;Jessica SánchezGestión inmobiliaria
Puente Alto;Casa;4;3;3;250;96;4999;144000000;Puente Alto, Puente Alto;Patricia Navarro;Enfoque Propiedades
Puente Alto;Casa;3;3;2;281;122;5936;171000000;Puente Alto, Los Corraleros 8160;De La Barrera Propiedades;De La Barrera Propiedades
Puente Alto;Casa;3;2;1;208;76;3298;95000000;Puente Alto, Portezuelo del Cepo;Ignacio Contreras Estades;Vende Dueño/a
Puente Alto;Casa;4;3;4;412;200;7290;210000000;Puente Alto, Estribo Norte;MLC Propiedades;Vende Dueño/a
Puente Alto;Casa;4;3;No;210;140;5554;160000000;Puente Alto, Uruguay/Los Cerezos;Aleida Lama Propiedades;Aleida Lama Propiedades
Puente Alto;Casa;4;4;No;206;140;6092;175498336;Puente Alto, La Dehesa de la Viña;Schumacher Propiedades;Schumacher Propiedades
Puente Alto;Casa;2;1;3;;;2256;65000000;Puente Alto, Pasaje portezuelo;Evelyn Carrillo Santander;Evelyn Carrillo Santander
Puente Alto;Casa;3;3;5;200;100;4686;135000000;Puente Alto, Estribo Sur 7556;Corredor Pro SpA.;Corredorpro Spa
Puente Alto;Casa;3;3;2;200;110;5137;148000000;Puente Alto, Avenida Jorge Ross Ossa;MLC Propiedades;Vende Dueño/a
Puente Alto;Casa;5;2;4;250;416;5311;153000000;Puente Alto, Puente Alto;Patricia Navarro;Enfoque Propiedades
Puente Alto;Casa;3;2;3;944;164;6075;175000000;Puente Alto, Puente Alto;Patricia Navarro;Enfoque Propiedades
Puente Alto;Casa;3;2;No;260;100;4825;139000000;Puente Alto, Las Perdices 2/El Peral;Schumacher Propiedades;Schumacher Propiedades
Puente Alto;Casa;4;2;No;209;130;3749;108000000;Puente Alto, Av. Vicuña Mackena/Pedro Lira;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Puente Alto;Casa;4;4;2;241;140;6595;190000000;Puente Alto, Las Tejuelas;ARACELLY GONZALEZ MUÑOZ;Vende Dueño/a
Puente Alto;Casa;4;4;2;299;143;5519;159000000;Puente Alto, Cabernet;Patricia Salazar Arce;Vende Dueño/a
Puente Alto;Casa;5;4;4;340;170;5900;169967200;Puente Alto, Sol del Poniente 06563;Emma Lazo;Vende Dueño/a
Puente Alto;Casa;4;2;No;589;114;3159;91000000;Puente Alto, San pedro;Nicole Fernandez Gonzalez;Vende Dueño/a
Puente Alto;Casa;4;2;No;270;160;6838;197000000;Puente Alto, Canal la luz ote 857;María Fernanda;Invierte Propiedades
Puente Alto;Casa;7;4;1;506;;7637;220000000;Puente Alto, Puente Alto;Patricia Navarro;Enfoque Propiedades
Puente Alto;Casa;3;3;2;300;120;4820;138854560;Puente Alto, Condominio las Terrazas etapa I;Rossana;rspropiedades.com
Puente Alto;Casa;3;3;No;230;110;5500;158444000;Puente Alto, Av las vizcachas/camino al volcan;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Puente Alto;Casa;4;3;No;356;108;7394;213000000;Puente Alto, Casa en Hacienda El Peñon;Armacima LImitada;Armacima Propiedades
Puente Alto;Casa;3;2;No;210;81;3645;105000000;Puente Alto, Casa de 1 Piso en Ciudad del Este I;Corretajes Prosal Ltda.;Corretajes Prosal
Puente Alto;Casa;3;1;3;230;190;2048;59000000;Puente Alto, Daniel Arellano;Edgar Matias Sandoval Hernandez;Vende Dueño/a
Puente Alto;Casa;4;3;3;422;132;4686;135000000;Puente Alto, Sta Catalina;sur oriente propiedades;Vende Dueño/a
Quilicura;Casa;5;2;No;100;83;2222;64000000;Quilicura, Casa en Pasaje Marruecos;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;5;2;No;113;116;3194;92000000;Quilicura, Casa 2 Pisos en Casas de Millauquén;Corretajes Prosal Ltda.;Corretajes Prosal
Quilicura;Casa;3;2;No;193;100;4600;132480000;Quilicura, Casa en Valle Lo Campino;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;5;3;2;150;120;4132;119000000;Quilicura, Pasaje Hualañe;Jorge Figueroa;Behouse
Quilicura;Casa;3;2;No;100;78;2803;80726400;Quilicura, Casa Villa Paseo Central Quilicura;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;4;3;2;305;147;7850;226080000;Quilicura, Camino del Cerro 2800;Corredor Pro SpA.;Corredorpro Spa
Quilicura;Casa;3;3;No;128;100;4350;125280000;Quilicura, Avenida las torres/av las torres;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Quilicura;Casa;4;2;2;300;132;6319;182000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
Quilicura;Casa;3;1;No;100;70;2257;65000000;Quilicura, Casa en Paseo Central 1;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;4;2;2;120;94;2257;65000000;Quilicura, Lo Marcoleta & Santa Laura;Sandra Jara C;Mundo propiedades Chile
Quilicura;Casa;3;3;No;203;100;5208;150000000;Quilicura, Av. Valle Lo Campino/Av. San Isidro / Av. Sorolla;Evaristo Lillo;Evaristo Lillo
Quilicura;Casa;4;1;No;125;95;2239;64500000;Quilicura, Casa de 2 pisos en Quilicura;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;3;2;2;98;83;2257;65000000;Quilicura, Volcán Villarrica;Ferrada&Vial;Ferrada&vial Spa
Quilicura;Casa;4;1;No;95;90;2604;75000000;Quilicura, Los Himalayas/Sta Laura;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Quilicura;Casa;3;3;No;120;88;3800;109440000;Quilicura, Casa en Condominio El Alba de lo Campino;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;3;2;1;230;90;4415;127152000;Quilicura, Aranjuez Oriente;CARLOS JORQUERA F.;Vende Dueño/a
Quilicura;Casa;3;2;No;139;88;3541;102000000;Quilicura, Av. Bernardo o´higgins/av. Las torres;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Quilicura;Casa;4;3;No;238;138;5104;147000000;Quilicura, Casa de 2 pisos en Valle Lo Campino;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;3;1;1;335;127;3989;114900000;Quilicura, El Arrayán 126;Julio Dario Araya Ulloa;Vende Dueño/a
Quilicura;Casa;3;1;1;8;60;1979;57000000;Quilicura, Pasaje volcan peteroa;José Luis Ramírez Farias;Vende Dueño/a
Quilicura;Casa;3;1;No;132;78;2951;85000000;Quilicura, Arturo Prat/Medio Dia;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Quilicura;Casa;2;1;1;70;40;1840;53000000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
Quilicura;Casa;4;3;No;208;138;5400;155520000;Quilicura, Valle Lo Campino/Quilicura;Toro Guzmán Propiedades;Toro Guzmán Propiedades
Quilicura;Casa;3;1;2;126;80;2535;73000000;Quilicura, Camilo Mori;Ricardo Propiedades;Ricardo Propiedades
Quilicura;Casa;3;1;1;95;75;2396;69000000;Quilicura, psje ecuador  0328;jorge torres;Vende Dueño/a
Quilicura;Casa;3;2;1;69;79;2500;72000000;Quilicura, Arequipa 0420;Nelda Fuentes Morgado;Vende Dueño/a
Quilicura;Casa;3;3;No;120;88;4100;118080000;Quilicura, Valle lo campino/madrid norte;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Quilicura;Casa;2;2;No;99;63;1701;49000000;Quilicura, Casa 2°Pisos y Local Comercial. Población Sn. Enrique;Corretajes Prosal Ltda.;Corretajes Prosal
Quilicura;Casa;4;1;No;60;50;2083;60000000;Quilicura, Quilicura, Región Metropolitana;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
Quilicura;Casa;4;2;1;90;80;2153;62000000;Quilicura, San Andres 1035;Casas en Chile;Casas en Chile
Quilicura;Casa;2;2;No;101;46;2604;75000000;Quilicura, Lo marcoleta/santa luisa;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Quilicura;Casa;3;2;1;123;86;3455;99500000;;Sandra Vargas Céspedes;Alianza Pro Gestión Inmobiliaria
Quilicura;Casa;8;2;No;113;115;2153;62000000;Quilicura, Casa 2 Pisos en Conjunto Sta.Luisa de Quilicura;Corretajes Prosal Ltda.;Corretajes Prosal
Quilicura;Casa;2;1;1;70;45;1771;51000000;Quilicura, Rigoberto Jara 270;Casas en Chile;Casas en Chile
Quilicura;Casa;3;2;No;190;60;4208;121190400;Quilicura, Pasaje Otero Echeverria/Las Torres;RED Gestión Propiedades;Red Gestión Propiedades
Quilicura;Casa;4;3;No;350;240;6700;192960000;Quilicura, Casa Estilo Mallorca Valle Lo Campino;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;3;2;1;105;;2187;63000000;Quilicura, pasaje estadio Israelita 491;Paola Sepulveda;Vende Dueño/a
Quilicura;Casa;4;2;No;0;97;2014;58000000;Quilicura, Santa laura/rigoberto jara;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Quilicura;Casa;3;3;1;123;87;3229;93000000;Quilicura, Córdova;Ricardo Propiedades;Ricardo Propiedades
Quilicura;Casa;3;2;2;195;90;5500;158400000;;EDITH MACARENA PRADENAS REBOLLEDO;Vende Dueño/a
Quilicura;Casa;3;3;1;154;98;4550;131040000;Quilicura, Castellón;ANNE MARIE BOUFFANAIS NORIEGA;Vende Dueño/a
Quilicura;Casa;4;1;1;70;90;2239;64500000;Quilicura, Tucumán 511;N Publicidad y Asesorias SpA;N Publicidad y Asesorias SpA
Quilicura;Casa;3;1;No;95;70;2279;65635200;Quilicura, Casa Esquina Villa Paseo Central;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;3;2;No;128;107;2569;74000000;Quilicura, Casa 2 Pisos en Conjunto Residencial Parque. Real;Corretajes Prosal Ltda.;Corretajes Prosal
Quilicura;Casa;3;1;1;120;75;2535;73000000;Quilicura, Los Himalayas 0153;Mariela Contreras;Vende Dueño/a
Quilicura;Casa;3;1;2;110;;2170;62500000;Quilicura, Las Torres  250;N Publicidad y Asesorias SpA;N Publicidad y Asesorias SpA
Quilicura;Casa;2;1;2;70;52;1489;42900000;Quilicura, El Tamarugo 537;N Publicidad y Asesorias SpA;N Publicidad y Asesorias SpA
Quilicura;Casa;2;1;No;65;65;1919;55267200;Quilicura, Casa en Villa San Ignacio de Loyola;Armacima LImitada;Armacima Propiedades
Quilicura;Casa;3;2;No;120;80;3403;98000000;Quilicura, Lo marcoleta/vii de linea;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Quilicura;Casa;3;1;1;68;70;1823;52500000;Quilicura, Rio Cachapoal 759;Casas en Chile;Vende Dueño/a
Quinta Normal;Casa;4;1;1;350;200;5902;170000000;Quinta Normal, Dr Héctor Lehuedé 2252;Amparo Canales Bustos;Vende Dueño/a
Quinta Normal;Casa;2;2;No;58;54;1989;57300000;Quinta Normal, Carrascal/raul dennis;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Quinta Normal;Casa;7;2;No;240;150;3472;100000000;Quinta Normal, Casa 2 Pisos cercana a Estación metro Gruta de Lourdes;Corretajes Prosal Ltda.;Corretajes Prosal
Quinta Normal;Casa;4;2;2;200;123;3125;90000000;Quinta Normal, Avenida Carrascal;Cristian Tapia;Vende Dueño/a
Quinta Normal;Casa;4;2;4;400;236;6250;180000000;Quinta Normal, Venus 1483;fabricio flavio bello lorenzetti;rosario andrade avendaño
Quinta Normal;Casa;3;2;No;455;389;6076;175000000;Quinta Normal, Casa 2 Pisos y Galpón. Lo Ampuero;Corretajes Prosal Ltda.;Corretajes Prosal
Quinta Normal;Casa;5;2;No;1632;381;13888;400000000;Quinta Normal, Carrascal/Lo Espinoza;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Quinta Normal;Casa;3;1;;218;218;2257;65000000;Quinta Normal, Mapocho;Constanza poblete;Vende Dueño/a
Quinta Normal;Casa;5;2;8;1000;100;12152;350000000;Quinta Normal, Víctor Hugo 2421;Jacqueline Catalan Molina;Vende Dueño/a
Quinta Normal;Casa;4;2;2;380;200;4861;140000000;;Daniela Parrau Vargas;Vende Dueño/a
Quinta Normal;Casa;3;1;No;168;112;2257;65000000;Quinta Normal, Casa de 1 Piso en Pobl. Barea;Corretajes Prosal Ltda.;Corretajes Prosal
Recoleta;Casa;;;;0;0;15624;450000000;Recoleta, Propiedad apta para uso Industrial, Bodegaje, Taller y/o Residencial.;Corretajes Prosal Ltda.;Corretajes Prosal
Recoleta;Casa;3;1;;200;150;2430;70000000;Recoleta, Pintor fosa Calderón 2745;Rodrigo Alejandro martinez Saldivia;Vende Dueño/a
Recoleta;Casa;6;2;No;214;140;4757;137000000;Recoleta, Av méxico/av el salto;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Recoleta;Casa;3;1;No;262;90;5451;157000000;Recoleta, Recoleta/Rengifo;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Recoleta;Casa;3;1;2;320;160;5382;155000000;Recoleta, Magnolias;SGQ PROPIEDADES;Sgq Propiedades
Recoleta;Casa;3;4;No;302;192;5034;145000000;Recoleta, Maria eugenia/zapadores;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Recoleta;Casa;4;3;No;465;260;12900;371520000;Recoleta, Avenida Perú/Valdivieso;Mauricio Pino Propiedades;Mauricio Pino Propiedades
